வார்டூ எண்‌: ,Name ,பாலினம்‌,கட்சியின் பெயர்,Party Name ,பெற்ற வாக்குகள்,சதவிதம் (%),முடிவு,வருடம்,,
170,DURAI RAJ K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
170,RAMESH M ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,22 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
170,SINGARAJA V ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,45 ,0.29,வைப்புத்தொகை இழப்பு,2011,,
170,ELUMALAI S ,ஆண்,இந்தியப் பொதுவுடமைக் கட்சி ,CPI ,59 ,0.38,வைப்புத்தொகை இழப்பு,2011,,
170,KALIYA PERUMAL R. ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,95 ,0.61,வைப்புத்தொகை இழப்பு,2011,,
170,SELVAMANI K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,97 ,0.63,வைப்புத்தொகை இழப்பு,2011,,
170,RAJAN M.P. NATHAN ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,172 ,1.11,வைப்புத்தொகை இழப்பு,2011,,
170,DANASEKARN K ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,288 ,1.86,வைப்புத்தொகை இழப்பு,2011,,
170,SIVAKUMAR R ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,720 ,4.65,வைப்புத்தொகை இழப்பு,2011,,
170,ELUMALAI R ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,799 ,5.16,வைப்புத்தொகை இழப்பு,2011,,
170,SUBRAMANI P ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,3900 ,25.21,தோல்வி,2011,,
170,DHAKHINAMUURTHY R ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4250 ,27.47,தோல்வி,2011,,
170,SHANKAR R ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4994 ,32.28,வெற்றி,2011,,
171,KIRANKUMAR N ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,19 ,0.11,வைப்புத்தொகை இழப்பு,2011,,
171,GANESH S ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,20 ,0.11,வைப்புத்தொகை இழப்பு,2011,,
171,JOHNSON K.C ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,27 ,0.15,வைப்புத்தொகை இழப்பு,2011,,
171,UDAYAN A ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,30 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
171,ELIYAAS M ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,48 ,0.27,வைப்புத்தொகை இழப்பு,2011,,
171,SENTHIL KUMAR D ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,72 ,0.40,வைப்புத்தொகை இழப்பு,2011,,
171,ARUN E ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,142 ,0.80,வைப்புத்தொகை இழப்பு,2011,,
171,MUURTHY T ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,181 ,1.01,வைப்புத்தொகை இழப்பு,2011,,
171,RAMANATHAN T.E. ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,225 ,1.26,வைப்புத்தொகை இழப்பு,2011,,
171,ELANGOVAN M ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,245 ,1.37,வைப்புத்தொகை இழப்பு,2011,,
171,SENTHIL T ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,326 ,1.83,வைப்புத்தொகை இழப்பு,2011,,
171,JEROME F ,ஆண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,635 ,3.56,வைப்புத்தொகை இழப்பு,2011,,
171,JACCAP M ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,2022 ,11.33,வைப்புத்தொகை இழப்பு,2011,,
171,GUNASEKARAN S ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,5293 ,29.67,தோல்வி,2011,,
171,PALANI A ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,8555 ,47.95,வெற்றி,2011,,
172,DURAIRAJ M K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,13 ,0.08,வைப்புத்தொகை இழப்பு,2011,,
172,DILIP S ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,20 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
172,KUPPAN K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,33 ,0.21,வைப்புத்தொகை இழப்பு,2011,,
172,RANI K ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,37 ,0.23,வைப்புத்தொகை இழப்பு,2011,,
172,RAJI N ,ஆண்,PT ,PT ,38 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
172,ILAVARASAN R ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,71 ,0.45,வைப்புத்தொகை இழப்பு,2011,,
172,KANTHAN A ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,87 ,0.55,வைப்புத்தொகை இழப்பு,2011,,
172,LINGANATHAN V ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,118 ,0.75,வைப்புத்தொகை இழப்பு,2011,,
172,ARUNAGIRI A ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,129 ,0.82,வைப்புத்தொகை இழப்பு,2011,,
172,RANGANAYAKALU N.V. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,223 ,1.42,வைப்புத்தொகை இழப்பு,2011,,
172,RADHAKRISHAN G ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,242 ,1.54,வைப்புத்தொகை இழப்பு,2011,,
172,MUGUNATHAN S. ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,288 ,1.83,வைப்புத்தொகை இழப்பு,2011,,
172,NANDAGOPAL A ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,344 ,2.18,வைப்புத்தொகை இழப்பு,2011,,
172,PALANI SAMY N ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,440 ,2.79,வைப்புத்தொகை இழப்பு,2011,,
172,RAJAN A ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,778 ,4.94,வைப்புத்தொகை இழப்பு,2011,,
172,SHANMUGAM K ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,5215 ,33.11,தோல்வி,2011,,
172,KANDAN G ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7676 ,48.73,வெற்றி,2011,,
173,MAHARANI M ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,13 ,0.08,வைப்புத்தொகை இழப்பு,2011,,
173,BANU S ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,14 ,0.09,வைப்புத்தொகை இழப்பு,2011,,
173,PRIYADHARSHINI D ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,26 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
173,SYAMALA K ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,30 ,0.19,வைப்புத்தொகை இழப்பு,2011,,
173,VANI C ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,31 ,0.20,வைப்புத்தொகை இழப்பு,2011,,
173,RAMAMANI M ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,36 ,0.23,வைப்புத்தொகை இழப்பு,2011,,
173,VETHA PRIYA ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,62 ,0.40,வைப்புத்தொகை இழப்பு,2011,,
173,NIRMALA M ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,93 ,0.60,வைப்புத்தொகை இழப்பு,2011,,
173,VANI S ,பெண்,Others ,Others ,155 ,0.99,வைப்புத்தொகை இழப்பு,2011,,
173,NAGALAKSHMI M ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,201 ,1.29,வைப்புத்தொகை இழப்பு,2011,,
173,MAMNOON BANU N ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,244 ,1.56,வைப்புத்தொகை இழப்பு,2011,,
173,JAMUNAKESAVAN ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,249 ,1.60,வைப்புத்தொகை இழப்பு,2011,,
173,MUBINA BEGAM A ,பெண்,Others ,Others ,370 ,2.37,வைப்புத்தொகை இழப்பு,2011,,
173,MANONMANI V ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,389 ,2.49,வைப்புத்தொகை இழப்பு,2011,,
173,UMA A ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,444 ,2.85,வைப்புத்தொகை இழப்பு,2011,,
173,VIJAYA S ,பெண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,841 ,5.39,வைப்புத்தொகை இழப்பு,2011,,
173,SATHYA S ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1479 ,9.48,வைப்புத்தொகை இழப்பு,2011,,
173,GOMATHY MANOHARAN ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,4200 ,26.92,தோல்வி,2011,,
173,RAJALAKSHMI P ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,6722 ,43.09,வெற்றி,2011,,
174,பாபு ஜெ.ஏ.கே. ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,14 ,0.09,வைப்புத்தொகை இழப்பு,2011,,
174,RAMACHANDRAN S ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,21 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
174,RAVI P ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,21 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
174,NAVA KUMAR K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,22 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
174,RAMESH K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,37 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
174,DEEPAK S ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,67 ,0.43,வைப்புத்தொகை இழப்பு,2011,,
174,IRUTHAYA RAJ A ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,82 ,0.53,வைப்புத்தொகை இழப்பு,2011,,
174,JAYAVEL P ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,189 ,1.21,வைப்புத்தொகை இழப்பு,2011,,
174,MANOHARAN A ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,222 ,1.42,வைப்புத்தொகை இழப்பு,2011,,
174,VENUGOPAL E ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,255 ,1.64,வைப்புத்தொகை இழப்பு,2011,,
174,DHANASEKAR K ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,467 ,2.99,வைப்புத்தொகை இழப்பு,2011,,
174,DURAI RAJ K ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,951 ,6.10,வைப்புத்தொகை இழப்பு,2011,,
174,DURAI RAJ R ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,6163 ,39.52,தோல்வி,2011,,
174,MOHAN N.S ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7084 ,45.42,வெற்றி,2011,,
175,KAVITHA M ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,24 ,0.22,வைப்புத்தொகை இழப்பு,2011,,
175,GRACY J ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,38 ,0.34,வைப்புத்தொகை இழப்பு,2011,,
175,BARATHY S ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,39 ,0.35,வைப்புத்தொகை இழப்பு,2011,,
175,ANNA LAKSHMKI M.R. ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,72 ,0.65,வைப்புத்தொகை இழப்பு,2011,,
175,JOTHI LAKSHMI R ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,118 ,1.07,வைப்புத்தொகை இழப்பு,2011,,
175,KALA JAYABAL J ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,324 ,2.94,வைப்புத்தொகை இழப்பு,2011,,
175,MEENAKSHI VENKATRAN V ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,395 ,3.59,வைப்புத்தொகை இழப்பு,2011,,
175,SARALA S ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,439 ,3.99,வைப்புத்தொகை இழப்பு,2011,,
175,PORSELVI P ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,530 ,4.81,வைப்புத்தொகை இழப்பு,2011,,
175,VANI V ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,803 ,7.29,வைப்புத்தொகை இழப்பு,2011,,
175,SHRI BHARATHY S ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2942 ,26.71,தோல்வி,2011,,
175,KOKILA K ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5291 ,48.03,வெற்றி,2011,,
176,பத்மா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,18 ,0.18,வைப்புத்தொகை இழப்பு,2011,,
176,பாமா எஸ் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,25 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
176,கோசலை ந ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,35 ,0.36,வைப்புத்தொகை இழப்பு,2011,,
176,சரஸ்வதி கோ ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,100 ,1.02,வைப்புத்தொகை இழப்பு,2011,,
176,லட்சுமி எஸ் ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,157 ,1.60,வைப்புத்தொகை இழப்பு,2011,,
176,கவிதாஇளங்கோவன் இ ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,198 ,2.01,வைப்புத்தொகை இழப்பு,2011,,
176,பிரபாவதி எம் ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,343 ,3.49,வைப்புத்தொகை இழப்பு,2011,,
176,ரத்தினபிரபா நா ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,363 ,3.69,வைப்புத்தொகை இழப்பு,2011,,
176,லலிதா எஸ் ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,656 ,6.67,வைப்புத்தொகை இழப்பு,2011,,
176,ப்யூலா ஆர் ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3113 ,31.65,தோல்வி,2011,,
176,வள்ளியம்மாள் எஸ் ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4828 ,49.08,வெற்றி,2011,,
177,குருநாதன் அ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,31 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
177,உமாபதி து ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,32 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
177,திலகர்பாபு க ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,40 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
177,பிரசாத் கே ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,43 ,0.18,வைப்புத்தொகை இழப்பு,2011,,
177,கோவிந்தசாமி ந ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,57 ,0.24,வைப்புத்தொகை இழப்பு,2011,,
177,செல்வகுமார் த ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,377 ,1.61,வைப்புத்தொகை இழப்பு,2011,,
177,பிரபாகரன் ம.ஆ ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,395 ,1.69,வைப்புத்தொகை இழப்பு,2011,,
177,ரவிகுணசீலன் வெ.ஜ ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,498 ,2.13,வைப்புத்தொகை இழப்பு,2011,,
177,பாலகிருஷ்ணன் நா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,507 ,2.17,வைப்புத்தொகை இழப்பு,2011,,
177,குமார் வே ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,648 ,2.77,வைப்புத்தொகை இழப்பு,2011,,
177,இளையராஜா த ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,1205 ,5.15,வைப்புத்தொகை இழப்பு,2011,,
177,கருணாகரன் தா ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,2020 ,8.64,வைப்புத்தொகை இழப்பு,2011,,
177,தம்பிதுரை இரா ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,5998 ,25.66,தோல்வி,2011,,
177,சரவணன் எஸ் ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,11526 ,49.30,வெற்றி,2011,,
178,முத்தரையன் கி ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,7 ,0.07,வைப்புத்தொகை இழப்பு,2011,,
178,முரளி ச ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,11 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
178,சதிஷ் இ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,15 ,0.16,வைப்புத்தொகை இழப்பு,2011,,
178,மூர்த்தி ந ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,28 ,0.30,வைப்புத்தொகை இழப்பு,2011,,
178,முனியசாமி போ ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,31 ,0.33,வைப்புத்தொகை இழப்பு,2011,,
178,ராஜமாணிக்கம் வா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,32 ,0.34,வைப்புத்தொகை இழப்பு,2011,,
178,நரேந்திரகுமார் எஸ் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,63 ,0.67,வைப்புத்தொகை இழப்பு,2011,,
178,மகேந்திரன் ரா ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,93 ,0.99,வைப்புத்தொகை இழப்பு,2011,,
178,சாந்தி கே ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,106 ,1.13,வைப்புத்தொகை இழப்பு,2011,,
178,துரை த ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,116 ,1.23,வைப்புத்தொகை இழப்பு,2011,,
178,கேன்ஸ்சௌந் ஐ.ஏ.எஸ் ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,308 ,3.27,வைப்புத்தொகை இழப்பு,2011,,
178,சிவக்குமார் கோ ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,408 ,4.33,வைப்புத்தொகை இழப்பு,2011,,
178,திருமலை கே.எம் ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,416 ,4.42,வைப்புத்தொகை இழப்பு,2011,,
178,பிரபாகரன் பா ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1024 ,10.87,வைப்புத்தொகை இழப்பு,2011,,
178,துரை இரா ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,1946 ,20.66,தோல்வி,2011,,
178,மூர்த்தி எம்.ஏ ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4816 ,51.13,வெற்றி,2011,,
179,ராஜேஷ் கோ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,3 ,0.03,வைப்புத்தொகை இழப்பு,2011,,
179,லெனின் இரா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,7 ,0.07,வைப்புத்தொகை இழப்பு,2011,,
179,ஜெயச்சந்திரன் கே ,ஆண்,PB ,PB ,10 ,0.10,வைப்புத்தொகை இழப்பு,2011,,
179,கருணாகரன் மு ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,12 ,0.12,வைப்புத்தொகை இழப்பு,2011,,
179,வாகேஸ்வரன் ச ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,44 ,0.42,வைப்புத்தொகை இழப்பு,2011,,
179,சந்திரசேகர் இரா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,151 ,1.45,வைப்புத்தொகை இழப்பு,2011,,
179,சண்முகம் அ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,181 ,1.74,வைப்புத்தொகை இழப்பு,2011,,
179,சகாதேவன் தி.இரா ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,240 ,2.31,வைப்புத்தொகை இழப்பு,2011,,
179,வெங்கடேசன் கே ,ஆண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,262 ,2.52,வைப்புத்தொகை இழப்பு,2011,,
179,பிரபாகரன் சு ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,306 ,2.95,வைப்புத்தொகை இழப்பு,2011,,
179,எசேக்கியல் டே ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,375 ,3.61,வைப்புத்தொகை இழப்பு,2011,,
179,சந்திரசேகரன் இரா ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,411 ,3.96,வைப்புத்தொகை இழப்பு,2011,,
179,முருகேசன் கே ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,444 ,4.28,வைப்புத்தொகை இழப்பு,2011,,
179,லுயிஸ் கே.பி ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,451 ,4.34,வைப்புத்தொகை இழப்பு,2011,,
179,மதிவாணன் பொ.த ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3285 ,31.64,தோல்வி,2011,,
179,முருகன் எஸ் ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4199 ,40.45,வெற்றி,2011,,
180,சுமதி ர ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,22 ,0.13,வைப்புத்தொகை இழப்பு,2011,,
180,கீதா வி ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,27 ,0.16,வைப்புத்தொகை இழப்பு,2011,,
180,ஜீவாலெட்சுமி நா ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,110 ,0.65,வைப்புத்தொகை இழப்பு,2011,,
180,கீதா அ ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,130 ,0.76,வைப்புத்தொகை இழப்பு,2011,,
180,கௌசியாசுல்தானா ஜா ,பெண்,இந்தியப் பொதுவுடமைக் கட்சி ,CPI ,282 ,1.66,வைப்புத்தொகை இழப்பு,2011,,
180,செந்தமிழ்செல்வி ந ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,378 ,2.22,வைப்புத்தொகை இழப்பு,2011,,
180,ஜெலதாட்சி பா ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,493 ,2.90,வைப்புத்தொகை இழப்பு,2011,,
180,சாவித்திரி ஜெ ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,566 ,3.33,வைப்புத்தொகை இழப்பு,2011,,
180,மீனாமணி எம் ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,1117 ,6.56,வைப்புத்தொகை இழப்பு,2011,,
180,ப்ரீத்தி ம ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,2465 ,14.48,வைப்புத்தொகை இழப்பு,2011,,
180,செல்வி கோ ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3934 ,23.11,தோல்வி,2011,,
180,பார்வதி ஜெ ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,7496 ,44.04,வெற்றி,2011,,
181,வீரலட்சுமி கே ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,17 ,0.15,வைப்புத்தொகை இழப்பு,2011,,
181,அனிதாகுமாரி ச ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,39 ,0.35,வைப்புத்தொகை இழப்பு,2011,,
181,ஹேமாவதி த ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,43 ,0.39,வைப்புத்தொகை இழப்பு,2011,,
181,செல்வி ஆர் ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,164 ,1.48,வைப்புத்தொகை இழப்பு,2011,,
181,ஜெசிந்தா அ ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,179 ,1.62,வைப்புத்தொகை இழப்பு,2011,,
181,குளோரி ஜெ ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,217 ,1.96,வைப்புத்தொகை இழப்பு,2011,,
181,அம்பிகா கி ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,275 ,2.49,வைப்புத்தொகை இழப்பு,2011,,
181,தீபா வி ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,769 ,6.96,வைப்புத்தொகை இழப்பு,2011,,
181,பாக்கியலட்சுமி பா ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,812 ,7.35,வைப்புத்தொகை இழப்பு,2011,,
181,சுந்தரி அ ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2472 ,22.36,தோல்வி,2011,,
181,இந்திராணி சி ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,6067 ,54.89,வெற்றி,2011,,
182,மாரியம்மாள் கே ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,6 ,0.05,வைப்புத்தொகை இழப்பு,2011,,
182,மல்லிகா ப ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,7 ,0.06,வைப்புத்தொகை இழப்பு,2011,,
182,தாரா கே ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,17 ,0.15,வைப்புத்தொகை இழப்பு,2011,,
182,கலையரசி எம் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,19 ,0.17,வைப்புத்தொகை இழப்பு,2011,,
182,வனஜா ஆர் ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,28 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
182,சாவித்திரி ப ,பெண்,பாட்டாளி மக்கள் கட்சி ,PMK ,203 ,1.82,வைப்புத்தொகை இழப்பு,2011,,
182,சுசிலாதேவி ஜெ ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,274 ,2.46,வைப்புத்தொகை இழப்பு,2011,,
182,மலர்கொடி ஆர் ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,360 ,3.23,வைப்புத்தொகை இழப்பு,2011,,
182,வனஜகுமாரி கே ,பெண்,இந்தியப் பொதுவுடமைக் கட்சி (மார்க்சிஸ்ட்) ,CPI(M) ,425 ,3.81,வைப்புத்தொகை இழப்பு,2011,,
182,அனிதா ச ,பெண்,விடுதலைச் சிறுத்தைகள் கட்சி ,VCK ,443 ,3.97,வைப்புத்தொகை இழப்பு,2011,,
